Date,Type,Description,Matter,User,Quantity,Rate,NonBillable,Billable
3/4/2026,Drafting prenuptial agreements,"Professional preparation and drafting of a comprehensive prenuptial agreement tailored to the specific circumstances and financial considerations of the clients, incorporating applicable state laws and relevant equitable principles. The agreement is fully reviewed for clarity, enforceability, and balance between both parties' legal rights and financial disclosures. All key provisions, including ownership of assets, debts, and spousal entitlements during and after divorce, are explicitly stated and legally structured. The final document is signed and delivered, with all necessary disclosures and consents duly acknowledged.","90123-Vargas
""Billable"" Time Tracking",Sarah Williams,1.9194680997028448,375,0,719.8005373885668
3/4/2026,Mediating property division settlements,Property division mediation conducted insufficiently.,"78901-Irving
""Non-Billable"" Time Tracking",James Wilson,0.4704199137918348,375,176.40746767193804,0
3/4/2026,Internal meeting,"meetin wiht de ppls in te offc to disscuss thg insi and wate 10 minut to not go  off track. dont know what we wass supose 2 do, juh got the rght for this 5 minu too late. not marrly abot  the ryt stuf. jus need more workin time, not so much on this one.","89012-Underwood
""Non-Billable"" Time Tracking",Jessica Reynolds,1.0473844588566907,375,392.76917207125905,0
3/4/2026,Mediating property division settlements,"Facilitated a mediating session to resolve disputes over the fair and equitable distribution of marital property, ensuring both parties arrived at a mutually acceptable and legally viable settlement. The process included detailed review of shared assets and liabilities, active negotiation under the principles of property division in state family law, and the establishment of documented terms for final allocation. All communications, agreements, and outcomes were maintained in a professionally recorded manner to reflect full compliance with legal protocols. No party incurred adverse financial or emotional impact as a result of the mediated resolution.","56789-Gardner
""Billable"" Time Tracking",Emma Brown,0.3205966240684748,375,0,120.22373402567804
3/4/2026,Representing clients in custody hearings,repliinig clienits in cushid hearings is a thing thats we does sometimes im no exatly sry bout dis bein a mess but we guees it works oke kinda im sorry i dont kno how ths all happens im not suppoisded to write this kind o stuff but its been sent alreayd just in cse,"78901-Taylor
""Non-Billable"" Time Tracking",Michael Jackson,1.0907123469247328,375,409.0171300967748,0
3/4/2026,Drafting prenuptial agreements,draftin prenuppial aggreemnets uh yeah sure thots whatcha do wit dat for me like in the ole days before the laws chenge wass a biiit more rougher i suppoesd i thinkin gowd or nothin,"56789-Gardner
""Non-Billable"" Time Tracking",John Anderson,1.3336560968677433,375,500.12103632540374,0
3/4/2026,Representing clients in custody hearings,Poorly prepared counsel in custody hearings.,"34567-Duke
""Non-Billable"" Time Tracking",Olivia Thomas,1.1684299640300655,375,438.1612365112746,0
3/4/2026,Drafting prenuptial agreements,"Drafting of a custom prenuptial agreement tailored to the specific financial circumstances, property considerations, and objectives of the engaging parties, inclusive of clear disclosures, asset and liability delineation, and provisions governing post-dissolution of marriage matters. The agreement reflects mutual understanding and is executed with due legal standards, ensuring full compliance with statutory requirements and applicable jurisdictions. It includes detailed sections on financial transparency, inheritance interests, and division of shared assets, with appropriate confidentiality safeguards. All elements are crafted in a legally sound, comprehensive, and enforceable format suitable for court recognition.","78901-Taylor
""Billable"" Time Tracking",Olivia Thomas,1.2823140662003207,375,0,480.86777482512025
3/4/2026,Drafting prenuptial agreements,"Drafting comprehensive prenuptial agreements tailored to the specific needs and assets of each party, ensuring the documents clearly articulate property division expectations, debt allocations, and financial disclosures in accordance with applicable state laws. The agreements will include provisions governing post-divorce asset treatment, spousal obligations, and contingencies such as divorce, separation, or change of economic circumstances. Each draft will be executed with attention to factual accuracy, linguistic precision, and legal compliance to protect the respective interests of both parties. All documents will incorporate mutual acknowledgment of the financial disclosures made during the negotiation process.","01234-Anderson
""Billable"" Time Tracking",Jessica Reynolds,0.34966682715192654,375,0,131.12506018197246
3/4/2026,Mediating property division settlements,"Mediating property division settlements involves facilitating confidential discussions between client parties to achieve mutually agreeable resolutions regarding division of marital or co-owned assets, with an emphasis on ensuring a fair, equitable, and legally sound distribution tailored to the respective parties’ financial circumstances, interests, and statutory obligations. This service includes assessing property values, clarifying asset ownership and liens, addressing financial impact analysis, and negotiating substantive division terms that comply with jurisdictional law. All proceedings are maintained with strict professional and ethical standards, ensuring confidentiality, impartiality, and client-centered resolution processes. The goal is to prevent the need for judicial intervention and to finalize a structured, legally binding settlement that satisfies equitable distribution principles.","67890-Smith
""Billable"" Time Tracking",James Wilson,1.1429740252236318,375,0,428.61525945886194
3/4/2026,Drafting prenuptial agreements,"pre-nup tials agremant draing with lotsa legal wrring and not enouph coveger to cover a real life couple scinari. some of the part bein sckewd an dthe terms too comples and the form look like is it a tisn or a raven? not to much claryty, lack of coherne and every word feel like it is been writ on the side of s a stick in th epooe? i realzied afetr that wuz not actually real but we did have a good trt of talk about weddin' cahngess though.","67890-Smith
""Non-Billable"" Time Tracking",Jessica Reynolds,1.310923318503888,375,491.596244438958,0
3/4/2026,Drafting prenuptial agreements,"Drafting comprehensive prenuptial agreements that clearly define the asset and financial obligations of each party entering a marital relationship, including specific provisions relating to property division, inheritance rights, debt responsibilities, and business interests. The agreements are prepared to be mutually agreed upon, enforceable under the applicable laws of the jurisdiction, and include detailed disclaimers of intent and representations as required by legal standard. All drafting is performed in full compliance with applicable statutory and procedural requirements. The documents are delivered in final, court-ready form with signed revisions and all necessary client disclosures.","12345-Chapman
""Billable"" Time Tracking",John Anderson,1.3515242395712683,375,0,506.8215898392256
3/4/2026,Representing clients in custody hearings,"Providing strategic legal representation to clients in court during custody hearings, including drafting and submitting pleadings, preparing testimony, communicating with opposing counsel, and presenting factual and evidentiary submissions to support parenting arrangement proposals. Ensuring that all proceedings comply with applicable state laws and statutory guidelines related to child custody determinations. Addressing child welfare concerns, family dynamics, and protective factors to advance client interest while maintaining professional integrity. All representations are conducted in a thorough, client-centered, and adversarial litigation context.","05678-Bell
""Billable"" Time Tracking",John Anderson,0.19361845257794275,375,0,72.60691971672853
3/4/2026,Drafting prenuptial agreements,"Drafting comprehensive prenuptial agreements tailored to the client's specific circumstances, property interests, and future financial objectives, ensuring that each agreement reflects applicable state laws, clearly addresses marital asset divisions, and protects individual inheritance rights. The engagement includes preparing detailed, equitable, and enforceable provisions that identify owned properties, financial responsibilities, debts, and the scope of future financial contributions. Each document is reviewed for completeness, clarity, and legal validity prior to delivery to the clients. All provisions incorporate provisions related to divorce, dissolution, or separation to provide meaningful contingency planning.","01234-Wong
""Billable"" Time Tracking",Sarah Williams,0.39066223017387736,375,0,146.498336315204
3/4/2026,Representing clients in custody hearings,"Providing full representation of clients during custody hearings, including preparation of legal pleadings, presentation of evidence, advocacy for client’s best interests, and negotiation of custody arrangements in court proceedings. Legal services encompass oral testimony, courtroom arguments, responsive filings, and interaction with opposing counsel and adjudicators. The work is conducted in compliance with jurisdiction-specific statutes and professional ethical standards. Each hearing is managed according to the client's particular circumstances and the goals set by the legal strategy.","67890-Hall
""Billable"" Time Tracking",Nathan Murphy,0.888789029905193,375,0,333.29588621444736
3/4/2026,Mediating property division settlements,"Mediating property division settlements involves facilitating structured, confidential discussions between all involved parties to ensure fair and amicable resolution of shared property issues arising from a separation or divorce. This service includes active hearing, negotiation, drafting settlement language, and verifying agreement adherence in accordance with statutory and common law standards. The process ensures transparency, minimizes dispute escalation, and provides documented clarity on property ownership and distribution terms. The mediator serves to promote resolution with a neutral, impartial, and legally guided perspective throughout all stages of discussion.","34567-Zimmerman
""Billable"" Time Tracking",John Anderson,0.5875687959730715,375,0,220.33829848990183
3/4/2026,Mediating property division settlements,"Mediation of property division settlements involves facilitating structured and confidential discussions between clients to achieve fair and agreed-upon allocations of jointly-owned assets, ensuring a respectful and legally grounded resolution without adversarial confrontation. This service encompasses identifying property holdings, guiding clients through negotiation of value, and supporting the resolution process while maintaining objectivity and adherence to relevant marital or property laws. The mediator assists in minimizing dispute escalation, fostering mutual agreement through clear communication and evidence-based valuation. Legal expertise is applied throughout to safeguard client interests and maintain validity within the bounds of relevant legal framework.","78901-Irving
""Billable"" Time Tracking",James Wilson,0.026400678207799677,375,0,9.900254327924879
3/4/2026,Mediating property division settlements,mediatin the property division setllments by thie wery unpleased againt that incorectly reacal the valuiableness of a higlly cunfussed property agremeent wit the sence the opehrated of two inccorekt people in the sames time. i am so very sorry to infor myou that the process was a bit bizzy and there were many oopsi of the lagest kind in terms or logig. we has all to be in a hush to keep the matter a secrat that naver got woder to be unspillied. it just went on with no pice but all the way till i lost one to fiftiendry.,"12345-Martinez
""Non-Billable"" Time Tracking",John Anderson,1.8454936924091696,375,692.0601346534386,0
3/4/2026,Mediating property division settlements,mediatin property divison setlemens its realy diffilc to make sure that each party gets ther fair shat thowt they shalnd to not go any furrer than a little piece of papir which is not signed in for inital agere. we work with the paticy and haves some sort o agreement made but not always for realy good. in this cace we just put a note on thay have to make a decition by morign without actually look at thw documenets or talk to each other in private.,"01234-Lindsey
""Non-Billable"" Time Tracking",Olivia Thomas,0.11952898870051021,375,44.823370762691326,0
3/4/2026,Internal meeting,metin gin in da ofic of a in internal mewin giv in no one realty in dea in de mow of da mew with no gowt un in maitin and thik dis wil help on the mew in da no to make sence of it all in way of mawt. we dind wak for thie agine in any mertin on de goin ginn. not in on de reat wark nothin goe rait wath out a goon gong gongg in th mow in a meen meen in no mew no reac within no gong at the in iti m. we do this on a meethig in it wok of the goin of de in and no realy do not in gawin no reate with any body for the mew no wot wath no one mowe.,"05678-Bell
""Non-Billable"" Time Tracking",Michael Jackson,1.1162604185521539,375,418.5976569570577,0
3/4/2026,Drafting prenuptial agreements,"The preparation of a custom prenuptial agreement tailored to the client’s personal circumstances, financial situation, and property ownership interests, including comprehensive drafting of clauses regarding asset division, debt allocation, and post-dissolution considerations, with due consideration of applicable jurisdictional laws and equitable principles. The document reflects detailed negotiation, clause specificity, and clarity to ensure full protection and mutual comprehension for all parties involved in the marital relationship. All provisions are executed to uphold legal compliance, transparency, and enforceability upon signing by both individuals. The work includes a full explanation and explanation of all terms prior to signing, ensuring informed consent from both parties.","89012-Underwood
""Billable"" Time Tracking",Jessica Reynolds,0.524726828707688,375,0,196.77256076538302
3/4/2026,Representing clients in custody hearings,"Provided full representation to clients in formal custody hearings, including preparation and presentation of case materials, advocacy before judicial officials, and negotiation of interim protective orders and custody arrangements in accordance with statutory and equitable standards. All representations were executed with attention to due process and the preservation of clients’ rights in the context of family court adjudicative proceedings. Engagement focused on resolving contested matters through lawful, reasoned argument, consistent with the ethical obligations of attorneys representing minors and dependent family members. The legal services were conducted with diligence, impartiality, and in strict adherence to the rules of professional conduct.","90123-Keller
""Billable"" Time Tracking",James Wilson,1.5743808729077864,375,0,590.3928273404199
3/4/2026,Drafting prenuptial agreements,drafing prenupia l agreemens for a coup of young brides whos livin together with out a clair concets for the feaunt or a shtu to ake thier marries to workin on and then later on i wuld need to fix their shtu if it get too long and therr not have enoujght in the law books that explain to them. dis reaaly make it hard when you havent enaugh money but also the laws keep changing so its tricky and the broch are full off gilps to keep ya safe but no body see it till too larage for ther ir.,"89012-Jones
""Non-Billable"" Time Tracking",Emma Brown,0.23070352082140855,375,86.5138203080282,0
3/4/2026,Representing clients in custody hearings,"Providing skilled legal advocacy and counsel to clients during custody hearings, including preparation and presentation of legal arguments, negotiation of parenting arrangements, and ensuring compliance with relevant statutory and regulatory requirements. The service includes comprehensive case planning, client communication, documentation of key factual and evidentiary issues, and adherence to court procedures and timelines. Representing clients before child custody adjudicating courts and defending interests related to children’s best interests and custodial rights. All representation is conducted in a professional, confidential, and ethically compliant manner.","12345-Xavier
""Billable"" Time Tracking",John Anderson,1.455381087799893,375,0,545.7679079249599
3/4/2026,Mediating property division settlements,"Providing expert mediation services to facilitate a fair and mutually satisfactory resolution of property division between parties involved in a marital or domestic relationship disengagement. Services include structured negotiations, impartial communication guidance, and strategic facilitation to ensure compliance with applicable legal principles and equitable outcomes. The process emphasizes confidentiality, respectful interaction, and a clear path to a binding settlement agreement. Mediation aims to avoid extended litigation while ensuring all parties' substantive interests are acknowledged and reasonably accommodated.","01234-Anderson
""Billable"" Time Tracking",James Wilson,1.0614989988397576,375,0,398.0621245649091
3/4/2026,Representing clients in custody hearings,Custody hearing representation service. Support provided during hearings. Client matters attended. Limited details available.,"12345-Xavier
""Non-Billable"" Time Tracking",Olivia Thomas,1.9899563937549412,375,746.2336476581029,0
3/4/2026,Drafting prenuptial agreements,"Preparation, drafting, and formalization of a comprehensive prenuptial agreement to clearly outline property rights, obligations, and responsibilities of each party in the event of divorce or separation, ensuring compliance with relevant state laws and equitable distribution principles. The document includes a detailed asset disclosure provision, clauses on separate and marital property, non-alteration terms, inheritance provisions, and specific remedies for post-couple misconduct or asset misappropriation. All legal terminology is explained for full comprehension by the parties, while preserving professional legal standards. Each provision is drafted to promote transparency, mutual intent, and enforceability.","34567-Owen
""Billable"" Time Tracking",James Wilson,1.8706069473210576,375,0,701.4776052453966
3/4/2026,Mediating property division settlements,Mediation on property division—unfinished and lacking follow-up.,"23456-Yates
""Non-Billable"" Time Tracking",Olivia Thomas,1.1048731154738773,375,414.327418302704,0
3/4/2026,Representing clients in custody hearings,"Providing comprehensive legal representation for clients appearing in court custody hearings, including advising on legal obligations, drafting motions and documentation, advocating for constitutional rights, and presenting cases before judicial officers to support appropriate parenting or custody determinations. All appearances are conducted in accordance with professional standards and relevant statutes to maximize the outcome in favor of the client's custody interests. Representations may include negotiations, testimony coordination, and submission of evidentiary materials to establish the best interest of child custody. Each session ensures accurate client disclosure, full documentation, and compliance with jurisdictional rules of professional conduct.","45678-Ford
""Billable"" Time Tracking",Emma Brown,0.3217541265845436,375,0,120.65779746920386
3/4/2026,Representing clients in custody hearings,"Providing comprehensive legal representation to clients appearing before the court in scheduled custody hearings, including preparation of factual documentation, presentation of testimony, advocacy on behalf of the client's interests, and communication with opposing counsel and court personnel to ensure due process is followed and the best interest of the child is fully considered.","90123-Keller
""Billable"" Time Tracking",Jessica Reynolds,1.710923659670703,375,0,641.5963723765136
3/4/2026,Representing clients in custody hearings,"Providing full litigation representation to clients in formal custody hearings, including preparation of written submissions, evidentiary review, cross-examination of adverse witnesses, and negotiation of settlement positions to achieve the best possible legal outcome consistent with the client’s rights and needs. Services extend to courtroom appearances, adherence to statutory deadlines, and communication with court staff and related legal entities. The work is conducted in a timely, accurate, and ethically compliant manner. All proceedings are conducted with diligence, client confidentiality, and a commitment to evidentiary standards in child custody litigation.","05678-Bell
""Billable"" Time Tracking",John Anderson,0.7031926358684129,375,0,263.6972384506548
3/4/2026,Internal meeting,"Attended and participated in a scheduled internal meeting focused on reviewing the status of pending client matter developments, coordinating interdisciplinary team assignments, and aligning strategic project milestones. The meeting involved stakeholders across legal, advisory, and operations divisions, aiming to ensure efficient case workflow and timeline consistency. Detailed notes and action items were promptly captured and documented for internal follow-up. The session served a purely organizational capacity to facilitate team coordination and progress assessment.","56789-Gardner
""Billable"" Time Tracking",James Wilson,1.1090350647259548,375,0,415.8881492722331
3/4/2026,Representing clients in custody hearings,"Providing comprehensive legal representation for clients during formal custody hearings, including preparing and submitting necessary documentation, engaging with opposing counsel, and advocating on behalf of the client to resolve child custody matters in accordance with applicable state law and equitable parental standards. This includes advising on the best interest standard, negotiating parenting plans, and conducting all hearings with strategic focus and diligence. All testimony and evidentiary submissions are conducted in a timely, lawful, and respectful manner that protects the child's welfare and the integrity of the court proceedings. Supportive communication and coordination ensure clients are fully informed and active participants throughout the process.","12345-Xavier
""Billable"" Time Tracking",Jessica Reynolds,0.989557051811955,375,0,371.0838944294831
3/4/2026,Representing clients in custody hearings,"Providing legal representation to clients during custody hearings, including preparing and presenting legal briefs, offering evidence, communicating arguments regarding custody rights and parent responsibilities, and engaging in court procedures to protect and advance the client’s best interest in determining custody arrangements. All representation is consistent with legal standards, ensuring clarity, accuracy, and a thorough presentation of the matter to judicial authorities. Services are delivered in full compliance with ethical and professional guidelines governing legal representation in family court proceedings. All work is directly focused on protecting parental rights, the child’s welfare, and ensuring a just, informed decision in custody matters.","01234-Anderson
""Billable"" Time Tracking",Michael Jackson,1.606216848204192,375,0,602.3313180765721
3/4/2026,Representing clients in custody hearings,Service provided at inadequate standard,"56789-Rowan
""Non-Billable"" Time Tracking",Sarah Williams,0.9435623800984281,375,353.83589253691054,0
3/4/2026,Representing clients in custody hearings,"Provided dedicated legal representation to clients appearing in custody hearings, including preparation and presentation of motion briefs, evidence, and oral arguments before adjudicatory bodies to support legal claims related to child custody and parenting rights. Advised clients on relevant custody guidelines, applicable laws, and potential legal pathways based on evidence, testimony, and judicial precedent. Responded to court inquiries, submitted discovery documents, and participated in hearings ensuring compliance with procedural rules and protective orders. Maintained a thorough, documented file on each representation for review and accountability.","78901-Taylor
""Billable"" Time Tracking",James Wilson,0.16839408801604394,375,0,63.147783006016475
3/4/2026,Mediating property division settlements,"Property division mediation assistance, inadequate.","01234-Wong
""Non-Billable"" Time Tracking",Jessica Reynolds,0.9510435402537845,375,356.6413275951692,0
3/4/2026,Internal meeting,internal meetng for discuss abouy stuff thay werent realy importanrt at alld and evrhybudy just show up wit thier shoes still off and sain a littl blip to the air as if thet was the whole plan. no formality nor real purpose behinde it just wazzz a lot of peolple just wauts to talk to othwr witz no poinf or gogel to it evrry body just gaa and thay givw each othere irnfo but no on recorgiz it like the iran bawt the sky at 3 pm during summerrt and just dispears wit a shoo. we verifide nothing and no resoluta been take but just alls agaiin with a bit smll bling in their vois and suggess to call for next time.,"23456-Dean
""Non-Billable"" Time Tracking",Olivia Thomas,1.7976811231324383,375,674.1304211746643,0
3/4/2026,Drafting prenuptial agreements,Prenuptial agreement draft — incomplete draft.,"56789-Rowan
""Non-Billable"" Time Tracking",Sarah Williams,0.5063399716431707,375,189.877489366189,0
3/4/2026,Internal meeting,meetin with in house peeps jus tot see whast happenin realy not too much goin in there like i think its just dumb bunnys n the back room got a cup of tea or sumtin weird lol still kinda busy not even really lol. no solid stuff no real docu wth out that i dont think anyone even remembers why we met in frsht place. just a fluke maybe.,"90123-Vargas
""Non-Billable"" Time Tracking",John Anderson,1.9533472709773292,375,732.5052266164985,0
3/4/2026,Drafting prenuptial agreements,Prep draft of prenup agreed to by parties under review. Terms and provisions not fully defined. Work performed at client request.,"45678-Parker
""Non-Billable"" Time Tracking",John Anderson,0.47649607147225126,375,178.68602680209423,0
3/4/2026,Representing clients in custody hearings,Custody hearing representation - minimal effort.,"56789-Rowan
""Non-Billable"" Time Tracking",Emma Brown,0.07896192843715655,375,29.610723163933706,0
3/4/2026,Mediating property division settlements,mediat property divion setlemen whic make evreybodys feal like a sllid of glue an no body noy realy no wath thot it was all so good in tihir mind yet i think in the end the sotlement was just a miro noth and no proff of anything at all.,"34567-Owen
""Non-Billable"" Time Tracking",Nathan Murphy,1.3295098479640401,375,498.56619298651503,0
3/4/2026,Mediating property division settlements,"Mediating property division settlements involves facilitating confidential and structured discussions between parties to resolve disputes related to the division of marital or familial property in a fair, timely, and efficient manner. The legal service includes conducting negotiations, evaluating asset interests, guiding party preparations, and drafting or refining settlement agreements consistent with applicable legal frameworks. Throughout the process, the lawyer ensures compliance with state laws, communicates key risks and implications to all parties, and fosters an equitable outcome. This service is provided to achieve a mutually acceptable resolution without litigation.","56789-Gardner
""Billable"" Time Tracking",Sarah Williams,1.2126031482331017,375,0,454.7261805874131
3/4/2026,Mediating property division settlements,Property division mediation completed lacking in details.,"45678-Ford
""Non-Billable"" Time Tracking",John Anderson,1.8608987687722531,375,697.837038289595,0
3/4/2026,Mediating property division settlements,"Mediation of property division settlements involves facilitative negotiations between the parties to resolve disputes regarding the equitable distribution of marital or co-owned assets, including real property, vehicles, financial accounts, and personal property. This service includes conducting discussions to identify areas of potential compromise, assisting in formulating a shared settlement framework, and ensuring the process is conducted fairly, efficiently, and in accordance with applicable divorce or property rights standards. Each session is designed to promote mutual agreement, with clear documentation of topics, positions, and reached resolutions. The ultimate outcome is a legally actionable property settlement agreement mutually acceptable to both parties.","12345-Xavier
""Billable"" Time Tracking",Michael Jackson,0.4010286967611676,375,0,150.38576128543784
3/4/2026,Internal meeting,Internal meeting attended without formal notice. Minimal attendance. Lacking agenda. Unproductive.,"01234-Lindsey
""Non-Billable"" Time Tracking",James Wilson,1.6928219124178099,375,634.8082171566787,0
3/4/2026,Internal meeting,"Attendee participation in a routine internal meeting convened to discuss the progression of ongoing litigation matters, assign case-specific deliverables, review upcoming milestones, and confirm team responsibilities related to client representation, deadline tracking, and procedural timelines. The discussion facilitated timely communication and ensured alignment across legal and paralogical functions. Attendance records and minutes were completed as part of the procedural requirement for ongoing matter management. This meeting served the function of internal accountability coordination and operational workflow governance.","01234-Anderson
""Billable"" Time Tracking",Sarah Williams,1.0561520818777503,375,0,396.0570307041564
3/4/2026,Drafting prenuptial agreements,Prenup draft initiated. Rough outline prepared. Content incomplete.,"34567-Owen
""Non-Billable"" Time Tracking",John Anderson,1.1028354899465767,375,413.56330872996625,0
3/4/2026,Mediating property division settlements,mediating proprty divison setlemet aint gots ta do nothin in the way o legal work and i dont think i did much at all for yu its a little bissie like a pie with hole but no actualy no one said what kind if the settlement was realy about the land or stuff and i wans t tell the judge no one ever show up after i did a lot or just barely.,"45678-Ford
""Non-Billable"" Time Tracking",Olivia Thomas,0.6807473089386098,375,255.28024085197868,0
3/4/2026,Mediating property division settlements,"Mediation services relating to the confidential and structured negotiation of a property division settlement between co-owning parties, facilitated by a licensed and qualified attorney, to resolve equitable ownership claims in a civil matter consistent with applicable legal principles and marital property statutes. The service involves active discussion, documentation of proposed asset allocations, and guiding each party toward a mutually acceptable, legally sound arrangement with full transparency and respect for underlying equitable duties. The session ensures impartial communication and prevents adversarial dispute escalation, supporting timely, efficient, and compliant resolution of property distribution under court-approved framework. The final agreement serves as a binding and enforceable documentation, subject only to formal judicial review where applicable.","12345-Xavier
""Billable"" Time Tracking",Sarah Williams,1.1858098778084885,375,0,444.6787041781832
3/4/2026,Representing clients in custody hearings,repraesentin cliensts in cystody hearinig iis vry impoten to wite a doc im for a court room that not all of it's reles wot he been sive wuth and wot is sivin it is not clare whi is the oen who has been teliing a in it wwe waz oin this at all to the the wathed for a long taim an be a bit mow. it’s all abut who’s goiig to tael whicg oan do it all wits wone of the wight ones woth out any guea woth it wits a big mess wath oone no idea what it mean. no one realze that it's not jus a hig hool thing but a whole otthert it has oin for some of oin it. and no idea if i have done eny gog in any court.,"34567-Zimmerman
""Non-Billable"" Time Tracking",Emma Brown,1.686615963181389,375,632.480986193021,0
